phenotype,Genes,n,rho,p,q_global,q_within
mri_VL,SYAP1,25,0.124615384615385,0.551323914956724,1,0.982068840155072
mri_TAT,EFEMP2,25,0.124615384615385,0.551323914956724,1,0.964704787696381
mri_VL,MDH2,25,-0.124615384615385,0.551323914956724,1,0.982068840155072
mri_VL,MLEC,25,-0.124615384615385,0.551323914956724,1,0.982068840155072
mri_TAT,EPS15,25,-0.124615384615385,0.551323914956724,1,0.964704787696381
mri_SAT,RASA3,25,-0.124615384615385,0.551323914956724,1,0.905003538784902
mri_IP,CCT5,26,-0.122414089667384,0.55134826387558,1,0.999906809281029
PullDown,DOCK8,18,-0.150401989330135,0.551378107987298,1,0.998157011554019
PullDown,IQGAP2,25,-0.125030295611415,0.551515643560017,1,0.998157011554019
BMI,TBXAS1,26,-0.122344423312216,0.551576538585777,1,1
mrs_Musc,SOD3,18,-0.150323062187058,0.551589419751081,1,0.995917543552641
mrs_Musc,COL12A1,18,0.150323062187058,0.551589419751081,1,0.995917543552641
mrs_Musc,EPHX2,15,-0.167119208230987,0.551636381769714,1,0.995917543552641
mri_IP,ATG3,19,0.145677942940297,0.551793273448366,1,0.999906809281029
FFM,PSMB10,20,-0.14140655381353,0.552063407250114,1,0.998761796865375
VO2max.kg,THBS1,26,-0.12215573331734,0.552195034495534,1,0.965053748422719
LegPress,PSMB8,26,-0.122148673986508,0.552218180045911,1,0.996392398835066
mri_TAT,VSIG4,18,0.149638802889577,0.552218845814181,1,0.964704787696381
mri_SAT,SRPRA,18,0.149638802889577,0.552218845814181,1,0.905003538784902
mrs_Hep,IGHV4-28,18,0.149638802889577,0.552218845814181,1,1
mrs_Hep,ARF4,18,0.149638802889577,0.552218845814181,1,1
ChestPress,APOC3,25,0.124787676862673,0.552294218859552,1,0.98173558611851
BMI,VKORC1L1,17,-0.155078361917157,0.552301401506311,1,1
Weight,APP,26,-0.122113920639984,0.552332132943927,1,0.999276979001456
Weight,ASPN,26,0.122113920639984,0.552332132943927,1,0.999276979001456
mri_IP,ADGRF5,26,0.122072150869431,0.552469106316603,1,0.999906809281029
LegPress,ACADM,25,0.124711354271843,0.552539245783136,1,0.996392398835066
mrs_Hep,ECPAS,14,0.173626373626374,0.552566447872949,1,1
LegPress,CMPK1,22,0.133864112174609,0.552571620560741,1,0.996392398835066
LegPress,SPN,19,0.145375859967836,0.552627310580806,1,0.996392398835066
mrs_Musc,MFAP4,16,0.160484164114836,0.55269020062802,1,0.995917543552641
BMI,RTN3,26,0.122001721846355,0.552700095763913,1,1
mrs_Musc,C5,19,-0.145333199902358,0.552745138313428,1,0.995917543552641
mrs_Musc,PON1,19,-0.145333199902358,0.552745138313428,1,0.995917543552641
mrs_Musc,COMP,19,-0.145333199902358,0.552745138313428,1,0.995917543552641
FFM,PSMD11,25,0.124639356027478,0.552770435382481,1,0.998761796865375
PullDown,STIM1,25,-0.12463711858119,0.552777620632273,1,0.998157011554019
PullDown,PCDH18,25,0.12463711858119,0.552777620632273,1,0.998157011554019
M_mg.kg.min,CDHR2,24,-0.12695652173913,0.552903032402304,1,0.988378186379285
mrs_Hep,S100A9,17,-0.154411764705882,0.552980377797567,1,1
mrs_Hep,CDH19,17,-0.154411764705882,0.552980377797567,1,1
mrs_Hep,DSC2,17,0.154411764705882,0.552980377797568,1,1
Weight,MEP1B,18,-0.149716075707993,0.553215704727681,1,0.999276979001456
M_mg.kg.min,FBLN1,26,-0.121367521367521,0.553266682378761,1,0.988378186379285
M_mg.kg.min,RTN1,26,0.121367521367521,0.553266682378762,1,0.988378186379285
M_mg.kg.min,EHD1,26,0.121367521367521,0.553266682378762,1,0.988378186379285
LegPress,PON1,26,0.121805559733737,0.553343691679846,1,0.996392398835066
PullDown,SNX6,23,0.130335939501092,0.553349224746664,1,0.998157011554019
PullDown,BAX,22,-0.133579812212261,0.553423307901239,1,0.998157011554019
Weight,F8,26,0.121771864839872,0.55345427714935,1,0.999276979001456
Weight,GMIP,17,-0.154601343371148,0.553539579356312,1,0.999276979001456
ChestPress,RAB5C,25,-0.124394024885189,0.553558536950897,1,0.98173558611851
ChestPress,APOC4,25,0.124394024885189,0.553558536950898,1,0.98173558611851
mri_TAT,CLSTN1,26,0.121730212071477,0.553590994091406,1,0.964704787696381
mrs_Hep,ERGIC1,13,0.181318681318681,0.553621558251875,1,1
mrs_Hep,VPS33B,13,-0.181318681318681,0.553621558251875,1,1
BMI,MAGED2,23,0.13019827506794,0.553771980552891,1,1
mri_VL,CSK,25,-0.123846153846154,0.553805348130603,1,0.982068840155072
mri_VL,RSU1,25,-0.123846153846154,0.553805348130603,1,0.982068840155072
M_mg.kg.min,PGRMC2,25,0.123846153846154,0.553805348130603,1,0.988378186379285
mri_VL,NRP2,25,0.123846153846154,0.553805348130603,1,0.982068840155072
mri_VL,TPM4,25,0.123846153846154,0.553805348130603,1,0.982068840155072
VO2max.kg,VAMP8,22,-0.133446556858778,0.55382270978485,1,0.965053748422719
BMI,CCT5,26,-0.121659020380495,0.553824702521437,1,1
PullDown,CETP,25,0.124243941550965,0.554040917579154,1,0.998157011554019
Weight,ANKRD28,19,-0.14486397154752,0.554041892218402,1,0.999276979001456
LegPress,CCNY,24,-0.127075447417605,0.554042399680317,1,0.996392398835066
PullDown,PRPSAP2,17,-0.154396052493712,0.554072819282775,1,0.998157011554019
M_mg.kg.min,TRPC6,21,0.136363636363636,0.554160649439726,1,0.988378186379285
mri_TAT,HNRNPF,21,-0.136363636363636,0.554160649439726,1,0.964704787696381
FFM,BCR,20,0.140654391293245,0.55420166033852,1,0.998761796865375
FFM,IARS2,20,0.140654391293245,0.55420166033852,1,0.998761796865375
mri_IP,RTRAF,20,0.140654391293245,0.55420166033852,1,0.999906809281029
Weight,MVP,22,0.13329568450205,0.554275071662351,1,0.999276979001456
VO2max.kg,ACTN4,26,-0.121471387472425,0.554440881276058,1,0.965053748422719
VO2max.kg,MGLL,26,-0.121471387472425,0.554440881276058,1,0.965053748422719
mri_SAT,NSDHL,23,-0.129446640316206,0.554588817709814,1,0.905003538784902
FFM,PCYOX1L,22,-0.132693393562959,0.554612501076588,1,0.998761796865375
FFM,C8A,26,-0.1214090358279,0.554645710966643,1,0.998761796865375
mri_TAT,GPLD1,26,0.121388273273524,0.554713925154371,1,0.964704787696381
Weight,UNC45A,25,0.123917665441284,0.555090258625877,1,0.999276979001456
M_mg.kg.min,ADGRL4,20,0.13984962406015,0.555118338354303,1,0.988378186379285
PullDown,HECTD3,25,-0.123850764520741,0.555305531479949,1,0.998157011554019
mri_SAT,HSPA8,26,-0.120683760683761,0.555522803645244,1,0.905003538784902
M_mg.kg.min,RTN3,26,0.120683760683761,0.555522803645244,1,0.988378186379285
mri_SAT,MPIG6B,26,0.120683760683761,0.555522803645244,1,0.905003538784902
mrs_Hep,PECAM1,19,0.143859649122807,0.555527251625137,1,1
mrs_Hep,YWHAZ,19,0.143859649122807,0.555527251625137,1,1
VO2max.kg,PARD3,19,-0.143859649122807,0.555527251625138,1,0.965053748422719
ChestPress,OGN,23,-0.129625660516437,0.555532001836477,1,0.98173558611851
mri_SAT,MINK1,24,-0.126086956521739,0.555651116799623,1,0.905003538784902
Weight,GP9,26,-0.121087753239648,0.555701696262443,1,0.999276979001456
FFM,IGKV2D-29,26,-0.121067038543878,0.555769812425306,1,0.998761796865375
FFM,PROZ,26,-0.121067038543878,0.555769812425306,1,0.998761796865375
mri_TAT,SKAP2,26,0.12104633447557,0.555837897453122,1,0.964704787696381
mri_TAT,TUBB,26,-0.12104633447557,0.555837897453122,1,0.964704787696381
FFM,MTM1,23,-0.129478630095593,0.555984331009058,1,0.998761796865375
LegPress,IGLV3-27,23,-0.129465305065939,0.556025332791176,1,0.996392398835066
FFM,RWDD1,16,-0.158823529411765,0.556032269564327,1,0.998761796865375
mrs_Hep,FYN,16,-0.158823529411765,0.556032269564327,1,1
mrs_Hep,FKBP8,16,-0.158823529411765,0.556032269564327,1,1
mri_SAT,CYFIP2,16,0.158823529411765,0.556032269564328,1,0.905003538784902
Weight,PRKCD,20,-0.140007616530861,0.556043272126296,1,0.999276979001456
mrs_Musc,RAB2B,13,-0.180061619319042,0.55609569616154,1,0.995917543552641
BMI,NDUFB4,17,0.153563117082955,0.556238663837018,1,1
ChestPress,PCBP2,15,0.165200197098229,0.556279075509112,1,0.98173558611851
mri_VL,CDC42,25,-0.123076923076923,0.556291973808003,1,0.982068840155072
mri_VL,TC2N,25,-0.123076923076923,0.556291973808003,1,0.982068840155072
mri_SAT,STX11,25,-0.123076923076923,0.556291973808003,1,0.905003538784902
mri_SAT,ARF4,25,0.123076923076923,0.556291973808003,1,0.905003538784902
mri_SAT,FBLN2,25,0.123076923076923,0.556291973808003,1,0.905003538784902
mrs_Musc,EIF2S1,17,-0.153472869161385,0.556473553372034,1,0.995917543552641
PullDown,MTSS1,25,-0.123457587490516,0.556571459403208,1,0.998157011554019
PullDown,F13B,25,-0.123457587490516,0.556571459403208,1,0.998157011554019
VO2max.kg,PDE5A,26,-0.12078704162751,0.556690900699039,1,0.965053748422719
LegPress,ATRN,26,0.120776216975424,0.556726523853045,1,0.996392398835066
LegPress,MPIG6B,26,0.120776216975424,0.556726523853045,1,0.996392398835066
PullDown,SNAP29,23,0.12922079020779,0.556777959795291,1,0.998157011554019
FFM,C4B,26,0.120725041259856,0.556894953541059,1,0.998761796865375
mri_IP,YWHAQ,26,0.120704395677616,0.556962908928534,1,0.999906809281029
mri_IP,CNDP1,26,-0.120704395677616,0.556962908928535,1,0.999906809281029
mri_TAT,IPO5,26,-0.120704395677616,0.556962908928535,1,0.964704787696381
ChestPress,TTYH3,23,-0.129117324592844,0.557096569737079,1,0.98173558611851
mrs_Musc,KIF2A,18,0.148235241878905,0.557192142444725,1,0.995917543552641
mrs_Musc,COPB2,18,0.148235241878905,0.557192142444725,1,0.995917543552641
BMI,VAPA,26,-0.120630915982913,0.557204799628806,1,1
PullDown,PSMB1,24,-0.125980754755418,0.55748922678518,1,0.998157011554019
BMI,CMTM5,18,-0.148110760846716,0.557526979023947,1,1
BMI,STX12,20,-0.139465242344454,0.557589716076681,1,1
BMI,FAF2,20,-0.139465242344454,0.557589716076681,1,1
mrs_Musc,TUBA1A,19,0.143560843805988,0.557650277847751,1,0.995917543552641
VO2max.kg,MOGS,22,0.132166060057117,0.557667323077336,1,0.965053748422719
FFM,UNC45A,25,0.123100598545657,0.557722006794108,1,0.998761796865375
FFM,CPT1A,25,-0.123100598545657,0.557722006794108,1,0.998761796865375
mri_SAT,CSF1,26,0.12,0.557783200186555,1,0.905229706925578
M_mg.kg.min,SEC11A,18,0.147574819401445,0.557796725384478,1,0.988378186379285
mrs_Hep,PLXNB2,18,-0.147574819401445,0.557796725384478,1,1
Weight,KLKB1,26,-0.120403641639424,0.557953275920339,1,0.999276979001456
Weight,ASPH,26,-0.120403641639424,0.557953275920339,1,0.999276979001456
mrs_Hep,SPN,15,0.164285714285714,0.557960500615536,1,1
mrs_Hep,SLC16A7,15,-0.164285714285714,0.557960500615536,1,1
FFM,PI16,26,0.120383043975833,0.558021132247385,1,0.998761796865375
mrs_Musc,SUSD1,15,-0.164419648585413,0.558172247360062,1,0.995917543552641
ChestPress,ANGPT1,16,-0.158300651551028,0.558177426617188,1,0.98173558611851
BMI,ATP6V1A,19,-0.143360217581101,0.558206737126738,1,1
Weight,GALNT1,20,0.139202447231852,0.5583396976567,1,0.999276979001456
mri_SAT,EGF,24,-0.125217391304348,0.558405516842825,1,0.905229706925578
mri_VL,USP4,24,0.125217391304348,0.558405516842826,1,0.982068840155072
VO2max.kg,LDLRAP1,20,0.139150066252676,0.558489239401735,1,0.965053748422719
ChestPress,TLN1,25,-0.12281941697525,0.558628992446406,1,0.98173558611851
VO2max.kg,CPT1A,25,-0.122810451492134,0.558657922708521,1,0.965053748422719
BMI,LASP1,24,-0.125600236372889,0.558689622823592,1,1
VO2max.kg,EIF4G3,21,-0.135284731687251,0.55875654357338,1,0.965053748422719
mri_VL,HSPA8,25,0.122307692307692,0.558783769707147,1,0.982068840155072
mri_VL,CPN2,25,0.122307692307692,0.558783769707147,1,0.982068840155072
mri_VL,WDR44,25,-0.122307692307692,0.558783769707147,1,0.982068840155072
mri_TAT,TMEM40,25,-0.122307692307692,0.558783769707147,1,0.964704787696381
mri_SAT,SLC2A1,25,0.122307692307692,0.558783769707147,1,0.905229706925578
mri_SAT,COPB2,25,0.122307692307692,0.558783769707147,1,0.905229706925578
Weight,STT3B,25,-0.12276315303034,0.558810558954889,1,0.999276979001456
Weight,IGHV3-74,23,0.128553805442309,0.558833302051156,1,0.999276979001456
VO2max.kg,MINDY2,21,-0.135240686518678,0.55888576607056,1,0.965053748422719
Weight,COX5A,26,-0.120061585839312,0.559080620781455,1,0.999276979001456
FFM,FGD4,19,0.143045209031737,0.559080943151735,1,0.998761796865375
mri_IP,PLEKHF2,19,0.143045209031737,0.559080943151735,1,0.999906809281029
mri_TAT,SQOR,19,0.143045209031737,0.559080943151735,1,0.964704787696381
Weight,PNP,21,-0.135152725087246,0.559143872762768,1,0.999276979001456
BMI,KIF2A,25,0.122638318068696,0.55921350296985,1,1
mri_IP,PSMB3,26,-0.120020518081709,0.559216041139156,1,0.999906809281029
mri_IP,CPN2,26,0.120020518081709,0.559216041139156,1,0.999906809281029
mri_IP,SEPTIN7,26,0.120020518081709,0.559216041139156,1,0.999906809281029
mri_IP,EIF5A;EIF5A2;EIF5AL1,22,0.131601247834651,0.559366936455829,1,0.999906809281029
LegPress,ARHGEF12,22,0.131595228917412,0.559385060855545,1,0.996392398835066
mrs_Hep,AP3B1,17,-0.151960784313726,0.559403278213785,1,1
mri_TAT,PIK3CG,17,0.151960784313726,0.559403278213785,1,0.964704787696381
mrs_Hep,PIK3CB,17,0.151960784313726,0.559403278213785,1,1
mri_VL,SNX9,20,-0.138345864661654,0.559433077405144,1,0.982068840155072
BMI,RAB27B,26,-0.119945513051192,0.55946340763539,1,1
VO2max.kg,SPECC1,24,0.12532641822209,0.559554140519584,1,0.965053748422719
FFM,NCKAP1L,24,0.125244621356057,0.559812512288778,1,0.998761796865375
M_mg.kg.min,CFH,26,-0.119316239316239,0.560047855247102,1,0.988378186379285
M_mg.kg.min,LBP,26,-0.119316239316239,0.560047855247102,1,0.988378186379285
PullDown,PCYOX1,22,0.131374456879557,0.560050039919621,1,0.998157011554019
mrs_Musc,PFKP,19,-0.142674665757803,0.560110040451264,1,0.995917543552641
LegPress,IGKV2-28;IGKV2D-28,26,-0.11974687421711,0.560118758203373,1,0.996392398835066
VO2max.kg,DNM2,17,-0.152053983208911,0.56017218997579,1,0.965053748422719
ChestPress,DIS3L2,23,-0.128100652745656,0.5602316563253,1,0.98173558611851
FFM,RAP1A,26,-0.119699049407789,0.560276594132034,1,0.998761796865375
Weight,SH3PXD2A,20,0.138502158288594,0.560340412034357,1,0.999276979001456
mri_IP,RAB11A;RAB11B,26,-0.119678579283756,0.560344157722463,1,0.999906809281029
mri_IP,STOM,26,0.119678579283756,0.560344157722465,1,0.999906809281029
mri_TAT,PDGFRB,26,0.119678579283756,0.560344157722465,1,0.964704787696381
mri_TAT,LY6G6F,26,0.119678579283756,0.560344157722465,1,0.964704787696381
PullDown,ACTB;ACTG1,25,-0.122278056399843,0.56037709783255,1,0.998157011554019
PullDown,AHSG,25,0.122278056399843,0.560377097832551,1,0.998157011554019
PullDown,EHD1,25,0.122278056399843,0.560377097832551,1,0.998157011554019
LegPress,NDUFS3,20,0.138481865780794,0.560398434693815,1,0.996392398835066
PullDown,SDHB,22,0.131256685043352,0.5604049205457,1,0.998157011554019
FFM,ANKRD28,19,0.142105263157895,0.560424035002957,1,0.998761796865375
mrs_Hep,SPARC,19,0.142105263157895,0.560424035002957,1,1
BMI,MASP2,26,-0.119602811585331,0.560594268355337,1,1
BMI,C6,26,-0.119602811585331,0.560594268355337,1,1
mri_VL,SLFN14,23,-0.127470355731225,0.560709637652359,1,0.982068840155072
mri_TAT,ATP6AP2,23,-0.127470355731225,0.560709637652359,1,0.964704787696381
LegPress,P3H1,24,0.124892020486031,0.560926888049591,1,0.996392398835066
FFM,MGP,22,-0.131036435612184,0.561068865466991,1,0.998761796865375
PullDown,SCFD1,20,0.138219611266373,0.561148542017527,1,0.998157011554019
M_mg.kg.min,CTSS,24,-0.124347826086957,0.561166202222702,1,0.988378186379285
mri_TAT,PLIN1,24,0.124347826086957,0.561166202222703,1,0.964704787696381
mri_SAT,ST3GAL6,24,0.124347826086957,0.561166202222703,1,0.907364514585049
ChestPress,SERPINA6,24,0.124816055739827,0.561167101140561,1,0.98173558611851
ChestPress,HADHA,25,0.12203211302028,0.56117208867674,1,0.98173558611851
ChestPress,P4HB,25,-0.12203211302028,0.56117208867674,1,0.98173558611851
mri_SAT,PDE3A,25,-0.121538461538462,0.561280713375547,1,0.907364514585049
ChestPress,COL18A1,20,0.138172414713665,0.561283581973303,1,0.98173558611851
Weight,VAMP7,25,-0.121993478089711,0.561297019030158,1,0.999276979001456
Weight,SPTB,26,-0.119377474239088,0.561338410164851,1,0.999276979001456
FFM,TREML1,26,-0.119357052123767,0.561405873143697,1,0.998761796865375
FFM,CTTN,26,0.119357052123767,0.561405873143698,1,0.998761796865375
BMI,FN3K,24,-0.124728012509189,0.561445566295365,1,1
mri_IP,GANAB,26,-0.119336640485802,0.561473305178649,1,0.999906809281029
BMI,PSMA3,22,-0.130878943199218,0.56154384377373,1,1
FFM,MDH1,18,0.146618501727828,0.561547811990955,1,0.998761796865375
PullDown,ATP5PD,24,0.124645269722675,0.561707323718423,1,0.998157011554019
BMI,SOD2,26,0.119260110119471,0.56172616408665,1,1
BMI,HBA1,26,0.119260110119471,0.56172616408665,1,1
BMI,TOM1L2,24,0.124564648964937,0.561962420846327,1,1
Weight,CCT4,23,-0.127533381868936,0.561984371258509,1,0.999276979001456
BMI,EPB42,25,0.12172587639387,0.562162683363748,1,1
PullDown,TUBGCP2,18,0.146377546471564,0.56219824097026,1,0.998157011554019
M_mg.kg.min,CDH13,26,0.118632478632479,0.562316751954838,1,0.988378186379285
LegPress,FCN3,26,0.119060645711568,0.562385443232307,1,0.996392398835066
VO2max.kg,DBNL,25,-0.12165549426807,0.56239046230556,1,0.965053748422719
ChestPress,AKR7A2,25,0.121638461042795,0.562445593488505,1,0.98173558611851
ChestPress,C9,25,-0.121638461042795,0.562445593488505,1,0.98173558611851
ChestPress,TTR,25,0.121638461042795,0.562445593488505,1,0.98173558611851
BMI,IGHV1-8,20,0.13774942916746,0.562494479645593,1,1
LegPress,STX11,25,0.121622528159847,0.56249716541404,1,0.996392398835066
BMI,ATP6AP1,16,0.156574653991787,0.56253147228581,1,1
FFM,SCRN3,24,-0.124374867041084,0.562563127004363,1,0.998761796865375
mrs_Musc,F5,19,-0.141788487709618,0.562574569605569,1,0.995917543552641
mrs_Musc,NID1,19,-0.141788487709618,0.562574569605569,1,0.995917543552641
mrs_Musc,STAT3,19,-0.141788487709618,0.562574569605569,1,0.995917543552641
mrs_Musc,CDH13,19,-0.141788487709618,0.562574569605569,1,0.995917543552641
mri_IP,NEO1,26,0.118994701687849,0.562603481414996,1,0.999906809281029
mri_TAT,ECM1,26,0.118994701687849,0.562603481414996,1,0.964704787696381
Weight,COX6C,20,-0.137697555910427,0.562643058598369,1,0.999276979001456
FFM,EIF2S1,22,-0.130471623389718,0.56277310295841,1,0.998761796865375
PullDown,PCMT1,25,0.121491702339393,0.562920706006237,1,0.998157011554019
PullDown,NCKIPSD,25,0.121491702339393,0.562920706006237,1,0.998157011554019
mrs_Hep,CSNK2A1;CSNK2A3,18,0.145510835913313,0.563399997880221,1,1
M_mg.kg.min,WARS1,18,-0.145510835913313,0.563399997880221,1,0.988378186379285
mrs_Hep,F11R,18,-0.145510835913313,0.563399997880221,1,1
ChestPress,FLOT1,24,-0.1240947775236,0.563450205038769,1,0.98173558611851
ChestPress,TOR4A,24,-0.1240947775236,0.563450205038769,1,0.98173558611851
mrs_Hep,UBA7,16,-0.155882352941176,0.563504192150031,1,1
LegPress,TREML1,26,0.118717531458797,0.563520338046303,1,0.996392398835066
Weight,UGGT1,26,0.118693362638864,0.56360031848057,1,0.999276979001456
VO2max.kg,ARL8A,25,-0.121270508526715,0.563637133832488,1,0.965053748422719
BMI,FAM98A,16,0.156112098611819,0.563700794774395,1,1
LegPress,HADHB,25,0.121236424895848,0.563747564239051,1,0.996392398835066
mri_SAT,COX6C,20,-0.136842105263158,0.563763030017002,1,0.908895204018742
M_mg.kg.min,RTRAF,20,0.136842105263158,0.563763030017002,1,0.988378186379285
mri_SAT,IGLV3-27,23,0.126482213438735,0.563781620179331,1,0.908895204018742
mri_VL,EPS15L1,23,-0.126482213438735,0.563781620179332,1,0.982068840155072
M_mg.kg.min,PRDX3,25,0.120769230769231,0.563782782190536,1,0.988378186379285
mri_VL,PHB2,25,0.120769230769231,0.563782782190536,1,0.982068840155072
mri_VL,UBE2O,25,0.120769230769231,0.563782782190536,1,0.982068840155072
mri_TAT,CAPN2,25,0.120769230769231,0.563782782190536,1,0.964704787696381
mri_VL,COX5A,25,-0.120769230769231,0.563782782190536,1,0.982068840155072
Weight,SHBG,25,0.121223803149082,0.563788460959994,1,0.999276979001456
Weight,GAS2L1,25,-0.121223803149082,0.563788460959994,1,0.999276979001456
M_mg.kg.min,STAT5B,24,-0.123478260869565,0.563933142377172,1,0.988378186379285
mri_VL,CS,24,-0.123478260869565,0.563933142377172,1,0.982068840155072
mri_VL,TRIM25,24,-0.123478260869565,0.563933142377172,1,0.982068840155072
mri_TAT,EIF3H,24,0.123478260869565,0.563933142377172,1,0.964704787696381
mri_TAT,HS1BP3,24,-0.123478260869565,0.563933142377172,1,0.964704787696381
mri_IP,IPO7,25,-0.121177151693382,0.563939631608782,1,0.999906809281029
mri_TAT,SNED1,25,-0.121177151693382,0.563939631608782,1,0.964704787696381
mri_TAT,LIMA1,25,0.121177151693382,0.563939631608782,1,0.964704787696381
mri_TAT,H4C1,24,0.123939989883598,0.563940705434525,1,0.964704787696381
FFM,COX7A2L,19,-0.141290053092698,0.563962840837157,1,0.998761796865375
mri_IP,TFPI,19,-0.141290053092698,0.563962840837157,1,0.999906809281029
BMI,PSMC6,26,-0.11857470718775,0.563993052143635,1,1
BMI,CDH13,26,0.11857470718775,0.563993052143635,1,1
