Protein.Group,Genes,Estimate,SE,p,n_ID,q
P49593,PPM1F,-0.237628945554958,0.154132500198409,0.123141985089009,26,0.295250661341945
Q99714,HSD17B10,-0.128903589575984,0.0836366427942667,0.123259984832074,25,0.295250661341945
Q8WVM8,SCFD1,-0.103885336139375,0.0674406322874197,0.123463653828928,26,0.295280720070734
Q9UHQ9,CYB5R1,-0.123972507215722,0.08071655254106,0.124563047440913,26,0.29744962642382
P68871,HBB,0.420285898243208,0.274569306962729,0.125841158302918,26,0.300037946879643
P78344,EIF4G2,-0.169392698026433,0.110930630219866,0.126757367270045,26,0.301756752592017
Q12768,WASHC5,-0.140610705132089,0.0922311758749791,0.127372280655605,26,0.302754113250631
Q9P0J0,NDUFA13,-0.194223380429355,0.127521923267575,0.127744008949728,26,0.303171265479769
Q9GZZ9,UBA5,-0.298904033401844,0.196580616565567,0.128381263135461,26,0.304169806257802
P30044,PRDX5,-0.206613190609157,0.135946640583546,0.128558500638411,26,0.304169806257802
Q99439,CNN2,-0.229088248026829,0.150995000695293,0.129218481440963,26,0.30480276166468
O95140,MFN2,-0.168982039669026,0.111378841100345,0.129220588278554,25,0.30480276166468
Q04756,HGFAC,0.369557363524909,0.243917042199765,0.129748480100166,26,0.305292260825664
P00746,CFD,0.219271072841009,0.144861103160344,0.130111016906741,26,0.305292260825664
O60674,JAK2,0.134170895894038,0.0886494159917644,0.130152687437552,25,0.305292260825664
O15439,ABCC4,-0.161810832488622,0.106929997874529,0.130218511251853,26,0.305292260825664
Q14432,PDE3A,-0.147073283782899,0.0972874575669302,0.130600168433579,26,0.305560562394568
P34897,SHMT2,-0.20560667557241,0.136052055630183,0.130728499509909,26,0.305560562394568
Q8N6T3,ARFGAP1,-0.178613797398103,0.11851776874398,0.131794394379852,26,0.306867111976222
Q96CV9,OPTN,-0.207008663551271,0.13736978523303,0.131824844125247,22,0.306867111976222
Q8IZP0,ABI1,-0.156089615377061,0.103595876040715,0.131883341328292,26,0.306867111976222
Q562R1,ACTBL2,-0.229249180415073,0.152282178695989,0.132215214242433,26,0.306989461046605
Q02818,NUCB1,0.142189163550507,0.0944801067436448,0.132333321072517,26,0.306989461046605
P30041,PRDX6,-0.162513206210596,0.108045900029451,0.132552360821385,26,0.307036577914603
P04632,CAPNS1,0.167414250159417,0.111681966079387,0.133866703029477,26,0.30928361680257
Q9Y6C9,MTCH2,-0.174060002387219,0.116132097016687,0.133922808829074,26,0.30928361680257
Q16762,TST,-0.178687517371507,0.11945393815686,0.134687633833271,26,0.31058566309314
O14548,COX7A2L,0.16291082904146,0.109027839263391,0.135119921672908,26,0.310631394510385
Q92558,WASF1,-0.172177623973414,0.115280748500715,0.135293135586363,24,0.310631394510385
Q13283,G3BP1,-0.121987676556593,0.0817107623689569,0.135457984370792,26,0.310631394510385
O95563,MPC2,-0.167918874227282,0.112492220157097,0.135511689255663,26,0.310631394510385
Q9BZL4,PPP1R12C,-0.105617392661789,0.0710510215110839,0.137146733890242,26,0.313913635348776
P25398,RPS12,0.188358392276648,0.126865096856052,0.137619587186219,25,0.314529973672646
P08195,SLC3A2,-0.129959171630872,0.0876013073670123,0.137933639457589,26,0.31478208709302
Q15746,MYLK,-0.108228179555914,0.0730622529425791,0.138522768615709,26,0.315660291314557
P15144,ANPEP,0.335451021264935,0.226600047201687,0.13877557989069,22,0.315770649383088
Q92973,TNPO1,-0.164478185608426,0.111243965857122,0.139264423230347,26,0.316416961604243
P07195,LDHB,0.284112913501329,0.192386610444882,0.139734319823848,26,0.317018390789787
Q9Y5X1,SNX9,-0.135057082662618,0.0916378250451786,0.140531756629607,26,0.318360064505489
Q9Y6C2,EMILIN1,-0.168450533552996,0.11445425931954,0.141082552950157,26,0.319137219217554
Q01813,PFKP,-0.115132530638948,0.0782675795098939,0.141287933944859,26,0.319137219217554
Q13496,MTM1,-0.150132039360426,0.102141139822691,0.141602688902079,26,0.319208444455455
P00491,PNP,-0.142204320718401,0.0967791637739834,0.14173268148637,26,0.319208444455455
Q969X5,ERGIC1,-0.226119397973489,0.153976594710102,0.141960050154182,26,0.319255134626218
O14639,ABLIM1,0.169394252089333,0.115548929629855,0.142649415612576,26,0.320233458080373
Q96KP1,EXOC2,-0.16121655285542,0.110014783374798,0.142809613344581,26,0.320233458080373
P49327,FASN,-0.112685855178981,0.077026056150027,0.143478977924461,26,0.321268146222163
P12955,PEPD,0.22691685971559,0.155283831927997,0.143932076824854,26,0.321816293334875
P01023,A2M,0.238720901633971,0.163597596847534,0.144511265808911,26,0.322644372362381
P11310,ACADM,-0.18331481550718,0.12604128295869,0.145834618712229,26,0.324515200959946
P41236,PPP1R2,0.202893131549469,0.139541777789637,0.145947524834732,26,0.324515200959946
Q6UXV4,APOOL,-0.0804732220828733,0.0553605839558259,0.146051839015979,26,0.324515200959946
Q16799,RTN1,-0.186188369834936,0.128174295577391,0.146329670108144,26,0.324515200959946
Q9Y6K9,IKBKG,-0.12386959947406,0.0852888619263755,0.146403265902635,25,0.324515200959946
P68036,UBE2L3,-0.116501747666522,0.0802567967758932,0.146609456485464,26,0.324515200959946
Q9Y6K0,CEPT1,-0.180218668815244,0.12430434096015,0.147109283549984,25,0.325155712567561
P30530,AXL,0.165226801235842,0.114154273815359,0.147785157935664,26,0.326182955729431
A5YKK6,CNOT1,-0.0960604044691604,0.06658861463852,0.149134584511068,26,0.328193154309393
Q12906,ILF3,0.216930494979118,0.150418252830775,0.149251040340395,25,0.328193154309393
Q709C8,VPS13C,-0.106044584254653,0.0735659254937443,0.14944615340974,26,0.328193154309393
Q8N1G4,LRRC47,-0.122894681383605,0.0852761198533463,0.149545618533212,26,0.328193154309393
Q6PEY2,TUBA3E,-0.202718577773613,0.141052698717095,0.15066592745856,26,0.329364131880753
P43686,PSMC4,-0.0917417341713843,0.0638663540814721,0.150870283127198,26,0.329364131880753
Q9Y6I9,TEX264,-0.272304132965185,0.18956861806909,0.15087689708679,24,0.329364131880753
Q9Y3B3,TMED7,-0.222822647496916,0.15514222980101,0.15093191286186,26,0.329364131880753
P22694,PRKACB,-0.0958775297267262,0.0668962114799094,0.151792663238211,26,0.330775267564225
Q7Z434,MAVS,-0.239968518068623,0.167582638376167,0.152160592249637,26,0.331110021162943
Q06033,ITIH3,0.145402203469483,0.10168921318242,0.152754762201305,26,0.331684004161402
P35611,ADD1,-0.107844214601192,0.0754727412673254,0.153028351322638,26,0.331684004161402
P02786,TFRC,0.249693819987506,0.174851637171278,0.153282505185956,26,0.331684004161402
P04430,IGKV1-16,0.331734330610986,0.232339345473299,0.153349168725232,25,0.331684004161402
P40763,STAT3,-0.138495645888312,0.0970343345921024,0.15349777538861,26,0.331684004161402
Q15904,ATP6AP1,-0.205326855189763,0.14406727137728,0.154095023519724,23,0.332247133474693
Q9Y251,HPSE,0.154850236994567,0.108675083390145,0.154188475534857,26,0.332247133474693
P31040,SDHA,-0.156693021369317,0.110179025460854,0.154977651746765,26,0.332597683778249
P61201,COPS2,-0.106907873746946,0.0752046376519242,0.155154143368163,26,0.332597683778249
P50991,CCT4,-0.132804620656475,0.093427914220814,0.15518127780074,26,0.332597683778249
Q9Y6Y8,SEC23IP,-0.178432183907089,0.125536273228445,0.15521225242985,26,0.332597683778249
Q14520,HABP2,0.099806031821965,0.0703472309253165,0.155968191775184,26,0.333643410666912
Q9NYQ6,CELSR1,0.288792168634254,0.203632783263446,0.156132159166458,26,0.333643410666912
Q9NZQ3,NCKIPSD,-0.125109855726708,0.0883733317906983,0.156864253587907,26,0.334582079332542
A0A0C4DH38,IGHV5-51,0.458812631954458,0.324325927401874,0.157166656069707,26,0.334582079332542
Q14152,EIF3A,-0.111686013958232,0.0789590767968466,0.157221093589272,26,0.334582079332542
Q12907,LMAN2,0.103965460814736,0.07361092704099,0.157842661030217,25,0.335442794073845
Q9Y678,COPG1,-0.110808058983688,0.0786197663813806,0.158711811045642,26,0.336519576152831
P58166,INHBE,0.202552460422506,0.143738859762723,0.15878496505852,26,0.336519576152831
O15116,LSM1,-0.298194251893799,0.211793974746416,0.159147378892904,26,0.336825616971968
Q6P1M0,SLC27A4,-0.166678069185269,0.118629039645839,0.160010578918752,26,0.338022913297104
Q05682,CALD1,-0.193196916809471,0.137549285962054,0.160150661833968,26,0.338022913297104
P01266,TG,0.177630524622925,0.12672251652447,0.160996427129093,24,0.339344447359411
Q13813,SPTAN1,-0.104534435573324,0.0747097696049035,0.161750906137509,26,0.340470231583721
Q02978,SLC25A11,-0.158740654363575,0.113743498766314,0.162834379853559,26,0.3422845127534
P17655,CAPN2,0.156870231814979,0.112636698794262,0.163707570456161,26,0.343521673352411
P28066,PSMA5,0.194010036936067,0.139395957966862,0.163985702202729,26,0.343521673352411
O15371,EIF3D,-0.08150966466318,0.0585944859144945,0.164200924700574,26,0.343521673352411
Q13131,PRKAA1,-0.121186274002103,0.0871396373551585,0.164312308483775,26,0.343521673352411
P54920,NAPA,-0.186446092295493,0.134500061736946,0.165681060062432,26,0.345915186211428
P50454,SERPINH1,0.142763745363435,0.103258518215558,0.166791952075478,26,0.347764596432676
P0DP01,IGHV1-8,0.399044481669842,0.288807655669283,0.167064957742687,22,0.347864366189287
Q9BX68,HINT2,-0.185881259367005,0.134939907697036,0.168354196802085,26,0.350077031035291
P04843,RPN1,-0.11121978086609,0.0808191291639467,0.168773144426927,26,0.35047648943495
P41091,EIF2S3,-0.10524555065691,0.0766320896492778,0.169631927302683,26,0.351434421450015
Q9NR31,SAR1A,-0.152780061762763,0.111281656400175,0.169779313564132,26,0.351434421450015
Q15389,ANGPT1,0.115914833870549,0.0844570321520625,0.169916836778745,25,0.351434421450015
Q9UPN3,MACF1,-0.0893259821899091,0.0652154904707654,0.170779012950044,26,0.352745421133446
O43639,NCK2,0.168818920858893,0.123441180989866,0.171435383849257,25,0.353628395256479
Q9Y277,VDAC3,-0.218555422323966,0.160317678277269,0.172799121085039,26,0.355365794677358
P05062,ALDOB,0.311040420229103,0.228200028010747,0.172877287403291,26,0.355365794677358
Q13094,LCP2,-0.10388858341776,0.0762356445905666,0.17296768776529,26,0.355365794677358
P53992,SEC24C,-0.186176678099637,0.136946070710073,0.173991682643437,25,0.356994886698685
Q9BUF5,TUBB6,0.143290066158281,0.105613491772847,0.174863785827738,26,0.358182809945444
Q14247,CTTN,-0.0993375463846549,0.0732467663700706,0.17503431812868,26,0.358182809945444
P53618,COPB1,-0.0971585750515776,0.0717278710655952,0.175562807178292,26,0.358789070225477
A0A0B4J1U3,IGLV1-36,0.349156705182479,0.257921893661465,0.175822409518556,22,0.358844944129682
P06858,LPL,0.218902124310443,0.162481746482677,0.177902520743097,26,0.36259480839829
Q9H9B4,SFXN1,-0.176468548273453,0.131095508718507,0.178268094315837,25,0.36259480839829
O95782,AP2A1,-0.102584594953382,0.0762268317889291,0.17837326877848,26,0.36259480839829
P01834,IGKC,0.167683223273391,0.124663861657135,0.17859847844084,26,0.36259480839829
A0A0A0MRZ8;P04433,IGKV3-11;IGKV3D-11,0.374242362129145,0.278536548577756,0.179077008142004,26,0.36308920942178
Q9BXX0,EMILIN2,0.183054685644482,0.137057951550356,0.18167984601011,23,0.367883829732136
P40926,MDH2,-0.229475255246514,0.172146750358945,0.18252487059609,26,0.369111158469843
P07737,PFN1,0.332523200684418,0.249626698525469,0.182833285487488,26,0.369251537357084
P49619,DGKG,0.0942569171294364,0.0708060309564624,0.183123542575234,24,0.369354925951354
A0A075B6P5;P01615,IGKV2-28;IGKV2D-28,0.245262011045,0.184686716841617,0.184181593049792,26,0.371004643105514
Q92619,ARHGAP45,-0.0973729666710944,0.0734161701828474,0.18473538526465,26,0.371635638325369
P05771,PRKCB,0.182333533003744,0.137811738127203,0.185814617703591,26,0.373053165274271
P68371,TUBB4B,-0.186787500968347,0.1412807202002,0.186134239208724,26,0.373053165274271
Q9BUL8,PDCD10,-0.291814662713838,0.220735380505507,0.186164395098034,25,0.373053165274271
P23381,WARS1,0.261843036213731,0.198245784939111,0.186568053896078,25,0.373377776255752
A1L4H1,SSC5D,0.288680552622219,0.218817768508301,0.187077587989216,26,0.373458964616074
Q92556,ELMO1,-0.170272717090132,0.129069724202366,0.187092063827082,25,0.373458964616074
Q8WUD1,RAB2B,-0.199112479804346,0.151099698035201,0.187585460918621,24,0.373505546658722
Q9NQT8,KIF13B,-0.0988747232532572,0.0750510249775026,0.187693408261129,26,0.373505546658722
Q9Y230,RUVBL2,0.124923870009054,0.0948656586275142,0.187888812135679,26,0.373505546658722
P36955,SERPINF1,0.248462636848511,0.188762226981333,0.188082404725233,26,0.373505546658722
O95674,CDS2,-0.148766510130145,0.113377347103821,0.189474217250172,26,0.375786477087953
P02775,PPBP,-0.186987607505065,0.142675269687756,0.189999101503052,26,0.376344374131046
Q9BW04,SARG,-0.131632425638526,0.100645436857658,0.190913098398635,26,0.377670597984496
Q9NV70,EXOC1,-0.142730694917387,0.109478271954613,0.192323826836124,25,0.379974824119963
P12830,CDH1,0.273436025813734,0.210125842289433,0.193156980429525,26,0.381133505445231
P50552,VASP,-0.131143618257752,0.101169811836489,0.194881710154319,26,0.384046227281152
Q16795,NDUFA9,-0.154387557626029,0.119257933748098,0.195469144353215,26,0.384713156720659
Q17RC7,EXOC3L4,-0.115022012119417,0.0890485859486047,0.196469018918892,25,0.386189102073394
P10155,RO60,-0.133399155537891,0.103410924024409,0.197053802281793,26,0.386846409816227
O60669,SLC16A7,-0.214542027169345,0.166617174757357,0.197873214214307,24,0.386900253736676
Q15005,SPCS2,-0.151048098751334,0.117366686124853,0.198102681635882,25,0.386900253736676
Q8ND76,CCNY,-0.0951721094836674,0.0739767155590809,0.198263598169416,26,0.386900253736676
P05023,ATP1A1,-0.0930450725884321,0.072348768517461,0.19842108388908,26,0.386900253736676
Q14643,ITPR1,-0.130700789690811,0.101662571179776,0.198571059709117,26,0.386900253736676
P51571,SSR4,-0.119591748011388,0.0930398121271565,0.198658647081867,26,0.386900253736676
O75396,SEC22B,-0.256611137238609,0.199739748573789,0.198887543511332,26,0.386900253736676
O00217,NDUFS8,-0.18814644507895,0.146512791702561,0.19908459658295,26,0.386900253736676
P02730,SLC4A1,0.263559210134091,0.206117053203389,0.201007275927044,26,0.390146031793069
P16157,ANK1,-0.100182946224963,0.0784059762840347,0.201338893700503,26,0.390299361063084
P25786,PSMA1,0.11131069338251,0.0876102113528429,0.203898782111472,26,0.394400559464919
Q05193,DNM1,-0.0976472881875492,0.0768673104861557,0.203965078972473,26,0.394400559464919
Q15907;P62491,RAB11A;RAB11B,-0.180125703634434,0.141906086280442,0.204323262373262,26,0.394599300458361
P04004,VTN,-0.0946465009824669,0.0747033582524654,0.205167993117062,26,0.395736016686468
P26641,EEF1G,-0.0931023207468757,0.073566112354483,0.205670695395637,26,0.39608240424463
P50502,ST13,0.146622555339463,0.115934725315857,0.205979173824685,26,0.39608240424463
Q16891,IMMT,-0.120375335457465,0.0952098573179728,0.206116668616623,26,0.39608240424463
Q9Y371,SH3GLB1,0.0827328402536482,0.0655284892584708,0.206751790828675,26,0.396809337677396
O94804,STK10,-0.101905991486491,0.0810664602182672,0.208729288172513,23,0.399626424593923
O75116,ROCK2,-0.0916189856335135,0.0728843427727064,0.208736909156826,26,0.399626424593923
Q96AX2,RAB37,-0.117801716631864,0.0942711728447449,0.211443923463099,26,0.40430799721595
Q9Y478,PRKAB1,-0.127369183870562,0.10199796728671,0.211759316774349,26,0.404410561701322
P37802,TAGLN2,0.123755904015657,0.099253402736961,0.212445856588,26,0.405220800528962
P07954,FH,-0.126428885779406,0.101523313518212,0.21301460652106,26,0.405552192569948
Q9H0U4,RAB1B,-0.166470208345737,0.133714760072366,0.213144582761681,26,0.405552192569948
Q8IY17,PNPLA6,-0.163873029670075,0.132086881950935,0.21473664061825,26,0.408078855787448
O15372,EIF3H,0.134644953473153,0.108892456637302,0.216274707392494,26,0.410496834055778
P30622,CLIP1,-0.0880398955278422,0.0712474281321167,0.216572975471268,26,0.410558585402588
P35232,PHB1,-0.151289186196449,0.122868742698558,0.218207933262546,26,0.41315105011107
P15153,RAC2,0.125894701959954,0.102451222317881,0.219137138037796,26,0.414402543780165
Q96DZ9,CMTM5,-0.215876981974243,0.176337002266835,0.220865616854062,24,0.417137854316087
Q9NTJ5,SACM1L,-0.179628783415851,0.14687436772592,0.221326014614671,26,0.417137854316087
Q5M775,SPECC1,-0.161264018601415,0.131877606509553,0.221393553747049,26,0.417137854316087
Q13464,ROCK1,-0.0771216835074488,0.0631404406068663,0.221922923783996,26,0.417625964977191
Q8NBR6,MINDY2,-0.124644989958823,0.102151135026594,0.222388417612433,26,0.417992828724098
P08185,SERPINA6,0.408820772555378,0.335577007691849,0.223124362169691,26,0.418866512214061
P05067,APP,-0.128937854611251,0.10597546949601,0.223727354873458,26,0.418899443916715
P14618,PKM,-0.082917400235025,0.0682191087169934,0.224191800316547,26,0.418899443916715
O00139,KIF2A,-0.117180683240649,0.0964599884242971,0.22443807275799,26,0.418899443916715
P55160,NCKAP1L,-0.0919881622373483,0.0757236025033617,0.224446764350609,26,0.418899443916715
P19634,SLC9A1,-0.104041466839777,0.0856589612536013,0.224518276806786,26,0.418899443916715
Q969V3,NCLN,-0.0974873972503347,0.0803323375073589,0.2249191865148,26,0.418899443916715
P18428,LBP,0.163432437713477,0.134741428171642,0.225155116832888,26,0.418899443916715
Q9NXH8,TOR4A,-0.106753785040551,0.0880424456029023,0.225310963038699,26,0.418899443916715
P41250,GARS1,-0.0884362587910386,0.0732661010727494,0.227410726039148,26,0.422295158329909
Q7L1W4,LRRC8D,-0.136951299034165,0.113605010646186,0.228008780248521,26,0.42289743755578
P19086,GNAZ,-0.0921616205955061,0.0765260619500347,0.228467163065168,26,0.423169514626163
P02749,APOH,0.266588585819046,0.221473187476027,0.228703265186308,26,0.423169514626163
P20851,C4BPB,0.280197193138465,0.23320382724406,0.229552660658486,26,0.423849069650178
P05156,CFI,0.328443017021281,0.273397141128412,0.229619204723106,26,0.423849069650178
P61758,VBP1,-0.177268592006212,0.147988709067952,0.230974584248503,25,0.425842163083457
P05198,EIF2S1,-0.151479278535582,0.126840585271388,0.232380468572072,26,0.427923508872289
Q96M96,FGD4,0.0888486504841436,0.074518786966314,0.233144156406442,24,0.42853581064915
P99999,CYCS,-0.260550343034055,0.218696209048648,0.233504344771241,23,0.42853581064915
P29144,TPP2,0.0924157145521304,0.0776125105563234,0.233758737296723,26,0.42853581064915
P48047,ATP5PO,-0.110168671376962,0.0925343956838814,0.233822452024099,26,0.42853581064915
Q96G23,CERS2,-0.0755417626694427,0.0635883862826255,0.234841093948425,24,0.429892760841608
O75636,FCN3,0.252976140939078,0.213378377903324,0.235790049275086,26,0.430976926346809
Q14624,ITIH4,0.247753729192177,0.209063186631059,0.235991248989903,26,0.430976926346809
P20618,PSMB1,0.145757727388192,0.123160839105857,0.236621098885735,26,0.431616998557805
Q9HBH5,RDH14,-0.14917650963379,0.126205739778984,0.237201534438725,26,0.432165531495083
A0A0B4J1V0,IGHV3-15,0.323557286054529,0.274509368328909,0.238527677566532,25,0.434069801932028
P43652,AFM,0.379489420675128,0.322815647836983,0.239770428468892,26,0.435818014099339
P61026,RAB10,-0.19570721725244,0.166901476203088,0.24095974399673,26,0.436619042580319
P49257,LMAN1,-0.193537505039679,0.165070419313105,0.241014753232696,25,0.436619042580319
Q92614,MYO18A,-0.107266883755913,0.0914977800476234,0.241058927715865,26,0.436619042580319
P35813,PPM1A,-0.106214962010325,0.0906551278891272,0.241342560914242,26,0.436620909382323
P07093,SERPINE2,0.100024689292683,0.0854363034029749,0.24169863580884,26,0.436753675233519
P14770,GP9,-0.306925482197266,0.262436932490428,0.242193818460449,26,0.437137207384805
Q96A49,SYAP1,-0.112302302842757,0.0960974524706408,0.242553000279602,26,0.437274662114335
P27987,ITPKB,-0.12456949880581,0.106868842391641,0.243764186409589,26,0.438946000003282
Q9Y4D1,DAAM1,-0.0928923958517339,0.0798021738076868,0.244410475779595,26,0.439597421512775
Q06481,APLP2,0.123835431590552,0.106549855690889,0.245142079164085,26,0.440400595707572
P11226,MBL2,0.176526130962292,0.152530012098695,0.247141384577542,26,0.443476700548551
P09486,SPARC,-0.159177914110713,0.137676634305517,0.247610678198494,26,0.443803361736281
P34096,RNASE4,0.129916250112986,0.112485964573793,0.248108771346359,26,0.444180824716251
Q99627,COPS8,-0.134003598758909,0.116287056955768,0.249176541294987,26,0.445208083304202
P42566,EPS15,0.170934901003958,0.148427829421136,0.249470489796925,26,0.445208083304202
O00161,SNAP23,-0.261776946415857,0.227391132384826,0.249642233036435,26,0.445208083304202
O43294,TGFB1I1,-0.13528521981498,0.117563160757892,0.249837156309088,26,0.445208083304202
P19971,TYMP,0.179996492652563,0.156511916785547,0.250123376251163,24,0.445208083304202
O95467,GNAS,0.182112502409373,0.158632678447036,0.250962871068729,23,0.446091822530898
P02747,C1QC,0.336371961875138,0.293148401315291,0.251197336959147,26,0.446091822530898
Q14847,LASP1,-0.236561942760617,0.206416702043218,0.251778309963212,26,0.44637285396406
Q13107,USP4,-0.161445652319152,0.140918614825138,0.251933416606253,26,0.44637285396406
Q5T0N5,FNBP1L,-0.130341520657072,0.113940469558246,0.252646846783771,26,0.447124144651692
Q15555,MAPRE2,-0.105923884968808,0.0926960634863172,0.253162752116395,26,0.447524544645114
P0DOY3,IGLC3,0.231598975394576,0.202853524624389,0.253576473082088,26,0.447571872616141
P08240,SRPRA,-0.126815224814429,0.111330574822993,0.254666815429727,26,0.447571872616141
P01031,C5,0.208878802442608,0.183630554652142,0.255331493980268,26,0.447571872616141
P05388,RPLP0,0.16244476014445,0.142881148809056,0.255570781129423,26,0.447571872616141
P31323,PRKAR2B,-0.127974726803997,0.11258012969609,0.255645543133146,26,0.447571872616141
P55083,MFAP4,0.293269968060985,0.258101864927265,0.255849155325678,25,0.447571872616141
P49795,RGS19,-0.140343545144979,0.123525117060513,0.255892154683802,26,0.447571872616141
Q13724,MOGS,-0.121042954114512,0.106572820369041,0.256049921316761,25,0.447571872616141
Q9Y266,NUDC,-0.104506212383097,0.0920621503758921,0.256304000440052,24,0.447571872616141
Q9Y613,FHOD1,-0.118760443076817,0.104633539346668,0.256369808726748,26,0.447571872616141
Q8TD19,NEK9,-0.109599428319113,0.0965635359861006,0.256376121207304,26,0.447571872616141
O00151,PDLIM1,-0.123645808693809,0.109039999270971,0.25681590083846,26,0.44783359683456
Q13884,SNTB1,-0.133052360859365,0.117621180209451,0.257973491357365,25,0.449345032860349
Q16851,UGP2,-0.120443547586008,0.106638090812075,0.258703480286585,26,0.450109095768889
O75154,RAB11FIP3,-0.163514438316322,0.14498661339004,0.259408659559818,26,0.450568538911835
Q9BZ72,PITPNM2,-0.163387049880989,0.144916891282011,0.259550808822999,25,0.450568538911835
P10646,TFPI,0.226124959127969,0.201181174362351,0.2610186790981,26,0.45255221727652
Q8NBS9,TXNDC5,0.122011685723183,0.108665634968666,0.261514975716485,26,0.45255221727652
Q9UHG3,PCYOX1,0.178226071464535,0.158820132075154,0.261782446589649,25,0.45255221727652
Q93008,USP9X,-0.120679067984217,0.107557716330258,0.261865166501753,25,0.45255221727652
O14791,APOL1,0.273876543800945,0.244728463183223,0.263095875141808,26,0.454171091725243
Q86TP1,PRUNE1,-0.0910306077408993,0.0821215989659715,0.267652166074539,26,0.460728737837485
Q92974,ARHGEF2,-0.0857567621189043,0.0773693763779216,0.26768606220023,25,0.460728737837485
P28070,PSMB4,0.154063417462991,0.139095055859403,0.268029218501213,26,0.460728737837485
P41222,PTGDS,0.240048816282558,0.216752739276422,0.268087466223883,26,0.460728737837485
O00629,KPNA4,0.236942710906608,0.215489280709996,0.271525259025401,26,0.466118361326939
P06737,PYGL,0.0934077126667952,0.0850091869941397,0.271857272718478,26,0.466170351109932
Q14008,CKAP5,-0.084083842170479,0.0766013445338269,0.272343799490352,26,0.466486884936356
P80303,NUCB2,-0.12885077279248,0.117566876524789,0.273088169282543,26,0.467217209758678
Q9UEY8,ADD3,0.0692858363859481,0.0632560554559997,0.273374988752003,26,0.467217209758678
P07900,HSP90AA1,-0.112828217763265,0.103108817356814,0.273839418398963,26,0.467445453271144
P17858,PFKL,-0.106330888653251,0.0972714578801527,0.274334289175471,26,0.467445453271144
Q969X1,TMBIM1,-0.134692759565851,0.123281588439544,0.27458622334223,26,0.467445453271144
O43149,ZZEF1,-0.0760785877866976,0.0696524402094053,0.274718751825371,26,0.467445453271144
P02748,C9,-0.0703633194243083,0.0645207732035183,0.275469643022832,26,0.467560973949144
P28065,PSMB9,0.166446785365368,0.152688209782466,0.275665150458136,26,0.467560973949144
P39656,DDOST,-0.113171770992221,0.103823287558194,0.275694528975838,26,0.467560973949144
Q9H0R4,HDHD2,-0.0956880009071502,0.0882743495158819,0.278371800514565,26,0.47154070783724
P18085,ARF4,-0.166221704232752,0.153528750147103,0.278952806589839,26,0.47154070783724
P27338,MAOB,-0.121659086956996,0.11236993133379,0.278956768260995,26,0.47154070783724
P04217,A1BG,0.250256616361698,0.23134485190503,0.279364930321555,26,0.47171455447738
P18054,ALOX12,-0.121842735245411,0.112919632951729,0.280578050478511,26,0.472456425842375
P60660,MYL6,-0.179077999339391,0.166059537388037,0.280856914292553,26,0.472456425842375
Q07812,BAX,-0.113990371538949,0.105739490759412,0.281020248779311,25,0.472456425842375
O14656,TOR1A,0.133250922894331,0.123607777635158,0.281027479190384,22,0.472456425842375
Q9UNN5,FAF1,0.120987494394428,0.112496572514757,0.282161152288551,26,0.473846717701969
P16885,PLCG2,-0.105913000516717,0.0987809679526486,0.283629998221752,26,0.475796251088607
Q9Y6E0,STK24,-0.0932803741686165,0.0871053851875726,0.28421843729662,26,0.475968024982543
Q8N699,MYCT1,0.133971426020123,0.125136565255966,0.284348535313196,26,0.475968024982543
O94769,ECM2,0.168250890604589,0.157304109866164,0.284803933457844,26,0.47621436925581
P02760,AMBP,0.141831160618377,0.132910680006506,0.285919296573171,26,0.477006284674888
Q9C0H2,TTYH3,-0.167272053295501,0.156767883263071,0.285969756668775,26,0.477006284674888
O15067,PFAS,-0.105395916185237,0.0988253621455999,0.286203770804933,26,0.477006284674888
P51648,ALDH3A2,-0.186194328839867,0.174941688728567,0.287182749421344,25,0.478122142086182
P01780,IGHV3-7,0.311175993698171,0.294173805376765,0.290148272259547,26,0.482370523485909
Q96CW1,AP2M1,-0.0873613255385108,0.0826241137685022,0.290358955884722,26,0.482370523485909
Q12982,BNIP2,-0.113366499208866,0.107377698087113,0.29107183107523,26,0.483035423212922
Q9Y2Q0,ATP8A1,-0.0736227616068733,0.0698128161764707,0.291620325943116,26,0.483040047110219
P09669,COX6C,0.1722032318964,0.16341777364849,0.291992478371402,26,0.483040047110219
P54709,ATP1B3,-0.0892479634993449,0.0846982385466929,0.292012559223912,26,0.483040047110219
P12109,COL6A1,0.131589259855981,0.12581197059628,0.295597956486472,26,0.487965328948086
Q14139,UBE4A,-0.0721245891737326,0.0690318311070365,0.296114530739511,26,0.487965328948086
P35613,BSG,0.0801620183288253,0.0767465143075262,0.296252407212082,26,0.487965328948086
Q7Z460,CLASP1,-0.128143152298971,0.122683539771134,0.296253384176896,25,0.487965328948086
P37840,SNCA,-0.11898250176434,0.114191421830734,0.297431816581775,26,0.489384618337425
P34931,HSPA1L,0.205450576613679,0.197673115234408,0.298644283611487,24,0.490841537962637
P42574,CASP3,-0.16805071881548,0.161792277773492,0.298952677814137,26,0.490841537962637
O14980,XPO1,-0.121143724908174,0.116904320516864,0.30007905163455,26,0.492167871311443
P56192,MARS1,-0.111566397652,0.108004496505387,0.301613635913063,25,0.494160198818327
P13645,KRT10,-0.324857497865976,0.31548720463155,0.303150374456389,23,0.496151831075339
P08603,CFH,0.207633630851035,0.202047627190899,0.304115923624062,26,0.497205398940927
